_id,CFD_ID,Name_of_CFD_Unit,Allocation_Round,Technology_Type,Transmission_or_Distribution_connection,Status,Expected_Start_Date,Maximum_Contract_Capacity_MW
374,AR6-WEM-700,Wemyss Solar Farm,Allocation Round 6,Solar PV,Distribution,Pre-MDD,2026-04-01 00:00:00.0000000,49.900
375,AR6-WHA-700,Whaddon Farm Solar Park,Allocation Round 6,Solar PV,Distribution,Pre-MDD,2026-05-05 00:00:00.0000000,10.000
376,AR6-WHS-700,West House Solar Farm,Allocation Round 6,Solar PV,Distribution,Pre-MDD,2027-08-19 00:00:00.0000000,41.400
377,AR6-WOE-700,Worlds End Solar Farm,Allocation Round 6,Solar PV,Distribution,Pre-MDD,2028-03-31 00:00:00.0000000,49.900
378,AR6-WSH-700,WSE HARTFORD WOOD LIMITED,Allocation Round 6,Solar PV,Distribution,Pre-MDD,2028-03-31 00:00:00.0000000,49.900
379,AR6-WSI-610,WINDY STANDARD III LIMITED,Allocation Round 6,Onshore Wind,Transmission,Pre-MDD,2026-12-24 00:00:00.0000000,87.600
380,AR6-WSO-700,Whinfield Solar Farm,Allocation Round 6,Solar PV,Distribution,Pre-MDD,2026-05-01 00:00:00.0000000,22.800
381,AR6-WTS-700,Woodwalton Two Solar Farm,Allocation Round 6,Solar PV,Distribution,Pre-MDD,2026-04-01 00:00:00.0000000,16.120
382,AR6-YAS-700,Yanel Farm Solar,Allocation Round 6,Solar PV,Distribution,Pre-MDD,2028-04-01 00:00:00.0000000,36.000
383,AR6-YLT-510,Ynnir Lleuad 2,Allocation Round 6,Tidal Stream,Transmission,Pre-MDD,2028-06-01 00:00:00.0000000,10.000
384,CAA-EAS-166,EA 1 Phase 1,Allocation Round 1,Offshore Wind,Transmission,Live (Post-FIC),"",172.786
385,CAA-EAS-167,EA 1 Phase 2,Allocation Round 1,Offshore Wind,Transmission,Live (Post-FIC),"",283.369
386,CAA-EAS-168,EA 1 Phase 3,Allocation Round 1,Offshore Wind,Transmission,Live (Post-FIC),"",248.812
387,INV-BEA-001,Beatrice Offshore Wind Farm Limited (Phase 1),Investment Contract,Offshore Wind,Transmission,Live (Post-FIC),"",252.000
388,INV-BEA-002,Beatrice Offshore Wind Farm Limited (Phase 2),Investment Contract,Offshore Wind,Transmission,Live (Post-FIC),"",336.000
389,INV-BUR-001,Burbo Bank Extension Offshore Wind Farm,Investment Contract,Offshore Wind,Transmission,Live (Post-FIC),"",258.000
390,INV-DRX-001,Drax 3rd conversion unit (unit 1),Investment Contract,Biomass Conversion,Transmission,Live (Post-FIC),"",645.000
391,INV-DUD-001,Dudgeon Phase 1,Investment Contract,Offshore Wind,Transmission,Live (Post-FIC),"",88.540
392,INV-DUD-002,Dudgeon Phase 2,Investment Contract,Offshore Wind,Transmission,Live (Post-FIC),"",206.230
393,INV-DUD-003,Dudgeon Phase 3,Investment Contract,Offshore Wind,Transmission,Live (Post-FIC),"",100.140
394,INV-HOR-001,Hornsea Offshore Wind Farm Phase 1,Investment Contract,Offshore Wind,Transmission,Live (Post-FIC),"",400.000
395,INV-HOR-002,Hornsea Offshore Wind Farm Phase 2,Investment Contract,Offshore Wind,Transmission,Live (Post-FIC),"",400.000
396,INV-HOR-003,Hornsea Offshore Wind Farm Phase 3,Investment Contract,Offshore Wind,Transmission,Live (Post-FIC),2021-03-31 00:00:00.0000000,400.000
397,INV-LYN-001,Lynemouth Power Station,Investment Contract,Biomass Conversion,Distribution,Live (Post-FIC),"",406.790
398,INV-TEE-001,Teesside Renewable Energy Project,Investment Contract,Dedicated Biomass,Transmission,Live (Post-FIC),"",287.516
399,INV-WAL-001,Walney Extension Offshore Wind Farm Phase 1,Investment Contract,Offshore Wind,Transmission,Live (Post-FIC),"",330.000
400,INV-WAL-002,Walney Extension Offshore Wind Farm Phase 2,Investment Contract,Offshore Wind,Transmission,Live (Post-FIC),"",330.000
401,NUC-HPC-198,Hinkley Point C,Bespoke,Nuclear,Transmission,Pre-MDD,"",3287.160
402,AR7-AYM-011,Awel y Môr Offshore Wind Farm A Phase 1,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2031-04-30 00:00:00.0000000,232.500
403,AR7-AYM-012,Awel y Môr Offshore Wind Farm A Phase 2,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2031-07-25 00:00:00.0000000,542.500
404,AR7-BBP-011,Berwick Bank Phase B (Phase 1),Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2031-03-31 00:00:00.0000000,460.000
405,AR7-BBP-012,Berwick Bank Phase B (Phase 2),Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2031-04-01 00:00:00.0000000,460.000
406,AR7-BBP-013,Berwick Bank Phase B (Phase 3),Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2031-05-01 00:00:00.0000000,460.000
407,AR7-DBS-011,Dogger Bank South West CfD Unit A Phase 1,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2030-10-30 00:00:00.0000000,403.000
408,AR7-DBS-012,Dogger Bank South West CfD Unit A Phase 2,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2031-11-30 00:00:00.0000000,558.000
409,AR7-DBS-013,Dogger Bank South West CfD Unit A Phase 3,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2031-12-01 00:00:00.0000000,539.000
410,AR7-DOB-011,Dogger Bank South East CfD Unit A Phase 1,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2031-03-30 00:00:00.0000000,403.000
411,AR7-DOB-012,Dogger Bank South East CfD Unit A Phase 2,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2032-03-15 00:00:00.0000000,558.000
412,AR7-DOB-013,Dogger Bank South East CfD Unit A Phase 3,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2032-07-01 00:00:00.0000000,539.000
413,AR7-ERE-910,Erebus,Allocation Round 7,Floating Offshore Wind,Transmission,Pre-MDD,2030-03-31 00:00:00.0000000,100.000
414,AR7-NOV-010,Norfolk Vanguard West CFD Unit C Phase 1,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2028-04-29 00:00:00.0000000,75.000
415,AR7-NVA-010,Norfolk Vanguard East CFD Unit C Phase 1,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2029-02-17 00:00:00.0000000,75.000
416,AR7-NVB-010,Norfolk Vanguard West CFD Unit B Phase 1,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2028-04-13 00:00:00.0000000,90.000
417,AR7-NVC-010,Norfolk Vanguard East CFD Unit B Phase 1,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2029-01-28 00:00:00.0000000,90.000
418,AR7-NVE-011,Norfolk Vanguard East CFD Unit A Phase 1,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2029-05-15 00:00:00.0000000,525.000
419,AR7-NVE-012,Norfolk Vanguard East CFD Unit A Phase 2,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2029-10-11 00:00:00.0000000,690.000
420,AR7-NVW-011,Norfolk Vanguard West CFD Unit A Phase 1,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2028-07-08 00:00:00.0000000,615.000
421,AR7-NVW-012,Norfolk Vanguard West CFD Unit A Phase 2,Allocation Round 7,Offshore Wind,Transmission,Pre-MDD,2028-12-01 00:00:00.0000000,600.000
422,AR7-PFO-911,Pentland Floating Offshore Wind Farm Phase 1,Allocation Round 7,Floating Offshore Wind,Transmission,Pre-MDD,2031-03-30 00:00:00.0000000,37.000
423,AR7-PFO-912,Pentland Floating Offshore Wind Farm Phase 2,Allocation Round 7,Floating Offshore Wind,Transmission,Pre-MDD,2031-09-29 00:00:00.0000000,55.500
424,AR7-ABE-700,Aberthaw East,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2030-03-30 00:00:00.0000000,20.000
425,AR7-ABS-700,AR108 BOLT SOLAR FARM LIMITED,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,6.000
426,AR7-BAA-700,Barnacre Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-07-30 00:00:00.0000000,23.000
427,AR7-BBS-700,BF27 BF SOLAR LIMITED,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-04-01 00:00:00.0000000,40.000
428,AR7-BEB-700,Bengrove Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-02-05 00:00:00.0000000,15.000
429,AR7-BEC-700,Berden Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-05-31 00:00:00.0000000,40.250
430,AR7-BEE-700,Belvoir,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-04-01 00:00:00.0000000,49.900
431,AR7-BIF-710,Bicker Fen,Allocation Round 7,Solar PV,Transmission,Pre-MDD,"",22.220
432,AR7-BLH-700,Blythe House Solar Farm Limited,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,45.300
433,AR7-BRA-700,Brynwell Farm Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-09-30 00:00:00.0000000,15.310
434,AR7-BRB-700,Brecks Solar farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,34.500
435,AR7-BRD-700,Brookthorpe Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-10-01 00:00:00.0000000,8.000
436,AR7-BRF-700,Brownside,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-10-30 00:00:00.0000000,35.200
437,AR7-BRI-700,Brinsea,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-10-31 00:00:00.0000000,49.900
438,AR7-BRO-700,Brogborough Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-02 00:00:00.0000000,30.500
439,AR7-BUA-700,Burcot,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-04-01 00:00:00.0000000,49.900
440,AR7-BUC-700,Bucklesham Solar Limited,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,22.500
441,AR7-BUS-700,Butterhill Solar PV,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-11-01 00:00:00.0000000,40.000
442,AR7-BWO-700,Bluebell Wood Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-02-26 00:00:00.0000000,49.000
443,AR7-BWP-600,Bettyhill Wind Farm Phase 2,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2028-03-01 00:00:00.0000000,48.000
444,AR7-BWS-700,BF31 WHF SOLAR LIMITED,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,25.000
445,AR7-CAT-700,Cattybrook Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-05-29 00:00:00.0000000,49.900
446,AR7-CBO-700,Copper Bottom Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-03-31 00:00:00.0000000,30.000
447,AR7-CBS-700,California Farm Battery Storage and Solar Plant,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-12-02 00:00:00.0000000,49.900
448,AR7-CDW-600,Cairn Duhie Wind Farm,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,67.200
449,AR7-CES-700,Chillington Estate,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-01-01 00:00:00.0000000,40.000
450,AR7-CHU-700,Church Farm Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-10-01 00:00:00.0000000,49.650
451,AR7-CIS-710,Cwm Ifor Solar Farm,Allocation Round 7,Solar PV,Transmission,Pre-MDD,2027-04-01 00:00:00.0000000,15.000
452,AR7-CLG-600,Clachaig Glen,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2028-04-03 00:00:00.0000000,52.800
453,AR7-CMA-700,Caldecote Manor Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-03-01 00:00:00.0000000,18.200
454,AR7-COA-700,Colchester Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-05-01 00:00:00.0000000,15.000
455,AR7-COB-700,Cox's Brook Solar Park,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,16.000
456,AR7-COU-700,County Lane,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-10-10 00:00:00.0000000,9.000
457,AR7-COV-700,Coven Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-05-01 00:00:00.0000000,39.590
458,AR7-CRS-710,Cressing Solar Farm,Allocation Round 7,Solar PV,Transmission,Pre-MDD,2027-08-30 00:00:00.0000000,24.900
459,AR7-CSA-700,Cobwood Solar Farm 1,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-10-31 00:00:00.0000000,20.000
460,AR7-CSE-700,Colbrans Solar ESS Limited,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,39.900
461,AR7-CST-700,Carlton Solar Farm 2,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-08-25 00:00:00.0000000,12.400
462,AR7-CYP-700,CYP25,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-04-30 00:00:00.0000000,15.000
463,AR7-DEW-600,Drumduff Extension Wind Farm,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2028-06-29 00:00:00.0000000,13.050
464,AR7-DPB-700,Deptford Farm PV & Battery,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-02-01 00:00:00.0000000,30.000
465,AR7-DWI-600,DEWSHILL WIND FARM,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,11.400
466,AR7-EAB-700,Eastbourne,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2030-03-30 00:00:00.0000000,17.000
467,AR7-EES-700,East End Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-02-25 00:00:00.0000000,35.000
468,AR7-EHI-600,ENERGYFARM HYNDBURN II LTD,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2027-10-31 00:00:00.0000000,8.200
469,AR7-EHT-610,Enoch Hill 2,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2028-04-01 00:00:00.0000000,9.600
470,AR7-ESO-700,Eaton Socon,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,33.700
471,AR7-EUN-700,Energyfarm UK New Rides Solar LLP,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,10.000
472,AR7-EUP-600,Energyfarm UK Pencarreg LLP,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2027-10-31 00:00:00.0000000,5.010
473,AR7-FFS-700,Field Form Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-04-01 00:00:00.0000000,5.010
474,AR7-FIB-700,Fibden Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-03-01 00:00:00.0000000,32.000
475,AR7-FIS-700,Firsfield Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-07-01 00:00:00.0000000,46.990
476,AR7-FLE-710,Fleet Solar Farm,Allocation Round 7,Solar PV,Transmission,Pre-MDD,2028-03-31 00:00:00.0000000,47.500
477,AR7-FLS-700,Five Lanes Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-10-31 00:00:00.0000000,31.580
478,AR7-FOF-700,Foley Farms,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-04-01 00:00:00.0000000,16.300
479,AR7-FOR-700,Fair Oaks Renewable Energy Park,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-11-30 00:00:00.0000000,49.900
480,AR7-FOS-700,Ford Oaks Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-02 00:00:00.0000000,30.000
481,AR7-FOX-700,Foxwalks solar farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-05-01 00:00:00.0000000,29.400
482,AR7-FPA-700,Fernishaw Farm PV and Energy Storage Facility,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-12-01 00:00:00.0000000,49.900
483,AR7-FSO-710,Fleet Solar Limited,Allocation Round 7,Solar PV,Transmission,Pre-MDD,2029-03-31 00:00:00.0000000,47.500
484,AR7-GLA-700,Glassthorpe Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-09-30 00:00:00.0000000,41.000
485,AR7-GLU-610,Glen Ullinish,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2029-03-31 00:00:00.0000000,49.900
486,AR7-GLW-610,Glendye Wind Farm,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2030-03-29 00:00:00.0000000,124.800
487,AR7-GRA-700,Grantham,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2030-03-30 00:00:00.0000000,33.000
488,AR7-GRP-700,Grange Farm Palgrave,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,12.000
489,AR7-GSP-700,Garendon Solar Plant,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-10-31 00:00:00.0000000,49.990
490,AR7-GUE-700,Guisborough Estate,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-01-01 00:00:00.0000000,39.600
491,AR7-GWL-700,GWL25,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-09-30 00:00:00.0000000,16.260
492,AR7-GWS-700,Gabrielspring Wood Solar Park,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,17.500
493,AR7-GWT-600,Golticlay Wind Farm 2,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2028-05-01 00:00:00.0000000,13.200
494,AR7-HAA-700,Hale Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,40.000
495,AR7-HAG-700,HANNINGFIELD GREEN LIMITED,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-07-01 00:00:00.0000000,36.700
496,AR7-HAL-700,Hampton Lodge Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-04-01 00:00:00.0000000,16.000
497,AR7-HAS-700,Hatherton Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-12-01 00:00:00.0000000,12.000
498,AR7-HEG-700,Hebden Green,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-06-04 00:00:00.0000000,15.000
499,AR7-HFT-700,HF25,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-12-31 00:00:00.0000000,32.000
500,AR7-HGS-700,HGPV Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-02-01 00:00:00.0000000,9.200
501,AR7-HIC-610,High Constellation Wind Farm,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2028-04-01 00:00:00.0000000,50.000
502,AR7-HIG-700,Highfield,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,13.500
503,AR7-HLE-700,Holly Lane Energy Park,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-06-01 00:00:00.0000000,25.000
504,AR7-HMS-700,Hett Moor Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-11-01 00:00:00.0000000,44.400
505,AR7-HON-700,Honeyhall,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-10-31 00:00:00.0000000,30.000
506,AR7-HOW-610,HOPSRIG WIND FARM LIMITED,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2029-03-31 00:00:00.0000000,48.000
507,AR7-HSN-700,Highgate Solar Farm Normanby By Spital,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-10-31 00:00:00.0000000,8.000
508,AR7-HWT-700,HW25,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-05-31 00:00:00.0000000,32.000
509,AR7-IMW-600,Imerys Wind Farm,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,19.960
510,AR7-KEI-700,Keithick,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-30 00:00:00.0000000,16.000
511,AR7-KIS-700,Kitland Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,39.990
512,AR7-LAA-700,Lains Farm Solar Limited,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,18.000
513,AR7-LAL-700,Langer Lane,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-01-01 00:00:00.0000000,7.500
514,AR7-LEE-610,Lethans Extension Wind Farm,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2029-03-31 00:00:00.0000000,70.000
515,AR7-LER-700,Leaps Rigg,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-12-31 00:00:00.0000000,40.000
516,AR7-LHI-700,Lodge Hill Solar Park,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-03-31 00:00:00.0000000,12.000
517,AR7-LHS-700,Lark Hill Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-06-01 00:00:00.0000000,49.900
518,AR7-LID-700,Little Drum,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-03-31 00:00:00.0000000,36.000
519,AR7-LIH-710,Little Hale,Allocation Round 7,Solar PV,Transmission,Pre-MDD,2029-03-31 00:00:00.0000000,49.990
520,AR7-LIM-700,Limebury,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,5.200
521,AR7-LOA-700,Lower Farm Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,49.000
522,AR7-LOB-700,Longhedge Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-06-01 00:00:00.0000000,49.900
523,AR7-LOF-700,Loch Fergus Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-15 00:00:00.0000000,45.000
524,AR7-LOW-610,Loganhead Wind Farm,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2029-03-31 00:00:00.0000000,36.000
525,AR7-LTL-700,LOWER TEAN LEYS SOLAR FARM LIMITED,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,49.900
526,AR7-MAL-700,Marsh Lane Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,30.000
527,AR7-MAN-700,Manor Farm Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-09-01 00:00:00.0000000,23.880
528,AR7-MBS-700,Moreton Brook Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,49.900
529,AR7-MCW-600,Mynydd Carn-Y-Cefn Wind Farm,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,"",34.000
530,AR7-MEG-510,Mor Energy GO3 Phase2,Allocation Round 7,Tidal Stream,Transmission,Pre-MDD,2029-10-01 00:00:00.0000000,5.500
531,AR7-MFD-600,MYNYDD FFORCH DWM,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2027-09-01 00:00:00.0000000,26.800
532,AR7-MIS-700,Milton Farm Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,10.000
533,AR7-MMS-700,MORETON MORRELL SOLAR LIMITED,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,20.000
534,AR7-MOL-700,Mopes Lane Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-03-31 00:00:00.0000000,5.300
535,AR7-MOU-700,Mount Farm Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-10-31 00:00:00.0000000,25.000
536,AR7-MSP-700,Manor Farm Solar Plant,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,25.000
537,AR7-MTT-510,MORLAIS Tidal Tech GR1 W1.1,Allocation Round 7,Tidal Stream,Transmission,Pre-MDD,2028-04-04 00:00:00.0000000,3.000
538,AR7-MWI-600,Moorshield Wind Farm,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,18.000
539,AR7-MWS-700,Mid Whitestones Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-15 00:00:00.0000000,9.900
540,AR7-NHS-700,New Hall Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-05-31 00:00:00.0000000,22.200
541,AR7-NOW-700,NORTH WEALD,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-09-01 00:00:00.0000000,49.900
542,AR7-OAS-700,Oaklands Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-02 00:00:00.0000000,49.990
543,AR7-OHS-700,Old Hall Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-09-01 00:00:00.0000000,17.910
544,AR7-OMA-504,Orbital Marine Eday 5,Allocation Round 7,Tidal Stream,Distribution,Pre-MDD,2030-06-01 00:00:00.0000000,2.400
545,AR7-OMS-700,Old Malton Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-10-02 00:00:00.0000000,49.900
546,AR7-OVS-700,OUSE VALLEY SOLAR FARM CIC,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-04-01 00:00:00.0000000,10.000
547,AR7-PAC-700,Parley Court,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2030-03-01 00:00:00.0000000,40.000
548,AR7-PAD-700,Parc Dyffryn,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-09-29 00:00:00.0000000,49.950
549,AR7-PCP-700,Parc Caenewydd PV & BESS,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-12-02 00:00:00.0000000,44.000
550,AR7-PEM-700,Pembrokeshire Solar Park,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-11-30 00:00:00.0000000,9.900
551,AR7-PEO-700,Pen Onn Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-30 00:00:00.0000000,49.900
552,AR7-PEW-610,Pencloe Wind Farm,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2026-09-30 00:00:00.0000000,72.000
553,AR7-PIL-700,Pilmoor Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-08-02 00:00:00.0000000,49.900
554,AR7-PRA-700,Prentice Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-11-01 00:00:00.0000000,20.000
555,AR7-PRG-710,Priory Generation,Allocation Round 7,Solar PV,Transmission,Pre-MDD,2029-03-31 00:00:00.0000000,34.560
556,AR7-PSA-700,PERWINNES SOLAR AND BATTERY STORAGE LIMITED,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,45.000
557,AR7-QUA-700,Quarry,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-06-23 00:00:00.0000000,35.000
558,AR7-RAA-700,Raspberry,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,49.900
559,AR7-RBS-700,Red Barn Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-08-16 00:00:00.0000000,40.000
560,AR7-RHS-700,Rhigos Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,"",7.600
561,AR7-ROH-700,Rowley Hill,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-10-30 00:00:00.0000000,16.000
562,AR7-ROT-700,Rolleston Farm Park 2,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2026-04-06 00:00:00.0000000,12.000
